2026-01-09 02:03:48 startup archives install
2026-01-16 14:09:29 install python3-markupsafe:amd64 <none> 2.0.1-2build1
2026-01-16 14:09:29 status half-installed python3-markupsafe:amd64 2.0.1-2build1
2026-01-16 14:09:29 status unpacked python3-markupsafe:amd64 2.0.1-2build1
2026-01-16 14:09:29 install python3-mako:all <none> 1.1.3+ds1-2ubuntu0.1
2026-01-16 14:09:29 status half-installed python3-mako:all 1.1.3+ds1-2ubuntu0.1
2026-01-16 14:09:29 status unpacked python3-mako:all 1.1.3+ds1-2ubuntu0.1
2026-01-16 14:09:29 install python3-markdown:all <none> 3.3.6-1
2026-01-16 14:09:29 status half-installed python3-markdown:all 3.3.6-1
2026-01-16 14:09:29 status unpacked python3-markdown:all 3.3.6-1
2026-01-16 14:09:29 install gobject-introspection:amd64 <none> 1.72.0-1
2026-01-16 14:09:29 status half-installed gobject-introspection:amd64 1.72.0-1
2026-01-16 14:09:30 status unpacked gobject-introspection:amd64 1.72.0-1
2026-01-16 14:09:30 install libtcmalloc-minimal4:amd64 <none> 2.9.1-0ubuntu3
2026-01-16 14:09:30 status half-installed libtcmalloc-minimal4:amd64 2.9.1-0ubuntu3
2026-01-16 14:09:30 status unpacked libtcmalloc-minimal4:amd64 2.9.1-0ubuntu3
2026-01-16 14:09:30 install libgoogle-perftools4:amd64 <none> 2.9.1-0ubuntu3
2026-01-16 14:09:30 status half-installed libgoogle-perftools4:amd64 2.9.1-0ubuntu3
2026-01-16 14:09:30 status unpacked libgoogle-perftools4:amd64 2.9.1-0ubuntu3
2026-01-16 14:09:30 install google-perftools:all <none> 2.9.1-0ubuntu3
2026-01-16 14:09:30 status half-installed google-perftools:all 2.9.1-0ubuntu3
2026-01-16 14:09:30 status unpacked google-perftools:all 2.9.1-0ubuntu3
2026-01-16 14:09:30 install libann0:amd64 <none> 1.1.2+doc-7build1
2026-01-16 14:09:30 status half-installed libann0:amd64 1.1.2+doc-7build1
2026-01-16 14:09:30 status unpacked libann0:amd64 1.1.2+doc-7build1
2026-01-16 14:09:30 install libcdt5:amd64 <none> 2.42.2-6ubuntu0.1
2026-01-16 14:09:30 status half-installed libcdt5:amd64 2.42.2-6ubuntu0.1
2026-01-16 14:09:30 status unpacked libcdt5:amd64 2.42.2-6ubuntu0.1
2026-01-16 14:09:30 install libcgraph6:amd64 <none> 2.42.2-6ubuntu0.1
2026-01-16 14:09:30 status half-installed libcgraph6:amd64 2.42.2-6ubuntu0.1
2026-01-16 14:09:30 status unpacked libcgraph6:amd64 2.42.2-6ubuntu0.1
2026-01-16 14:09:30 install libxpm4:amd64 <none> 1:3.5.12-1ubuntu0.22.04.2
2026-01-16 14:09:30 status half-installed libxpm4:amd64 1:3.5.12-1ubuntu0.22.04.2
2026-01-16 14:09:30 status unpacked libxpm4:amd64 1:3.5.12-1ubuntu0.22.04.2
2026-01-16 14:09:30 install libgd3:amd64 <none> 2.3.0-2ubuntu2.3
2026-01-16 14:09:30 status half-installed libgd3:amd64 2.3.0-2ubuntu2.3
2026-01-16 14:09:30 status unpacked libgd3:amd64 2.3.0-2ubuntu2.3
2026-01-16 14:09:30 install libgts-0.7-5:amd64 <none> 0.7.6+darcs121130-5
2026-01-16 14:09:30 status half-installed libgts-0.7-5:amd64 0.7.6+darcs121130-5
2026-01-16 14:09:30 status unpacked libgts-0.7-5:amd64 0.7.6+darcs121130-5
2026-01-16 14:09:30 install libltdl7:amd64 <none> 2.4.6-15build2
2026-01-16 14:09:30 status half-installed libltdl7:amd64 2.4.6-15build2
2026-01-16 14:09:30 status unpacked libltdl7:amd64 2.4.6-15build2
2026-01-16 14:09:30 install libpathplan4:amd64 <none> 2.42.2-6ubuntu0.1
2026-01-16 14:09:30 status half-installed libpathplan4:amd64 2.42.2-6ubuntu0.1
2026-01-16 14:09:30 status unpacked libpathplan4:amd64 2.42.2-6ubuntu0.1
2026-01-16 14:09:30 install libgvc6:amd64 <none> 2.42.2-6ubuntu0.1
2026-01-16 14:09:30 status half-installed libgvc6:amd64 2.42.2-6ubuntu0.1
2026-01-16 14:09:30 status unpacked libgvc6:amd64 2.42.2-6ubuntu0.1
2026-01-16 14:09:30 install libgvpr2:amd64 <none> 2.42.2-6ubuntu0.1
2026-01-16 14:09:30 status half-installed libgvpr2:amd64 2.42.2-6ubuntu0.1
2026-01-16 14:09:30 status unpacked libgvpr2:amd64 2.42.2-6ubuntu0.1
2026-01-16 14:09:30 install liblab-gamut1:amd64 <none> 2.42.2-6ubuntu0.1
2026-01-16 14:09:30 status half-installed liblab-gamut1:amd64 2.42.2-6ubuntu0.1
2026-01-16 14:09:30 status unpacked liblab-gamut1:amd64 2.42.2-6ubuntu0.1
2026-01-16 14:09:30 install libice6:amd64 <none> 2:1.0.10-1build2
2026-01-16 14:09:30 status half-installed libice6:amd64 2:1.0.10-1build2
2026-01-16 14:09:30 status unpacked libice6:amd64 2:1.0.10-1build2
2026-01-16 14:09:30 install libsm6:amd64 <none> 2:1.2.3-1build2
2026-01-16 14:09:30 status half-installed libsm6:amd64 2:1.2.3-1build2
2026-01-16 14:09:30 status unpacked libsm6:amd64 2:1.2.3-1build2
2026-01-16 14:09:30 install libxt6:amd64 <none> 1:1.2.1-1
2026-01-16 14:09:30 status half-installed libxt6:amd64 1:1.2.1-1
2026-01-16 14:09:30 status unpacked libxt6:amd64 1:1.2.1-1
2026-01-16 14:09:30 install libxmu6:amd64 <none> 2:1.1.3-3
2026-01-16 14:09:30 status half-installed libxmu6:amd64 2:1.1.3-3
2026-01-16 14:09:30 status unpacked libxmu6:amd64 2:1.1.3-3
2026-01-16 14:09:30 install libxaw7:amd64 <none> 2:1.0.14-1
2026-01-16 14:09:30 status half-installed libxaw7:amd64 2:1.0.14-1
2026-01-16 14:09:30 status unpacked libxaw7:amd64 2:1.0.14-1
2026-01-16 14:09:30 install graphviz:amd64 <none> 2.42.2-6ubuntu0.1
2026-01-16 14:09:30 status half-installed graphviz:amd64 2.42.2-6ubuntu0.1
2026-01-16 14:09:30 status unpacked graphviz:amd64 2.42.2-6ubuntu0.1
2026-01-16 14:09:31 install hdf5-helpers:amd64 <none> 1.10.7+repack-4ubuntu2
2026-01-16 14:09:31 status half-installed hdf5-helpers:amd64 1.10.7+repack-4ubuntu2
2026-01-16 14:09:31 status unpacked hdf5-helpers:amd64 1.10.7+repack-4ubuntu2
2026-01-16 14:09:31 install libnl-3-200:amd64 <none> 3.5.0-0.1
2026-01-16 14:09:31 status half-installed libnl-3-200:amd64 3.5.0-0.1
2026-01-16 14:09:31 status unpacked libnl-3-200:amd64 3.5.0-0.1
2026-01-16 14:09:31 install libnl-route-3-200:amd64 <none> 3.5.0-0.1
2026-01-16 14:09:31 status half-installed libnl-route-3-200:amd64 3.5.0-0.1
2026-01-16 14:09:31 status unpacked libnl-route-3-200:amd64 3.5.0-0.1
2026-01-16 14:09:31 install libibverbs1:amd64 <none> 39.0-1
2026-01-16 14:09:31 status half-installed libibverbs1:amd64 39.0-1
2026-01-16 14:09:31 status unpacked libibverbs1:amd64 39.0-1
2026-01-16 14:09:31 install ibverbs-providers:amd64 <none> 39.0-1
2026-01-16 14:09:31 status half-installed ibverbs-providers:amd64 39.0-1
2026-01-16 14:09:31 status unpacked ibverbs-providers:amd64 39.0-1
2026-01-16 14:09:31 install icu-devtools:amd64 <none> 70.1-2
2026-01-16 14:09:31 status half-installed icu-devtools:amd64 70.1-2
2026-01-16 14:09:31 status unpacked icu-devtools:amd64 70.1-2
2026-01-16 14:09:31 install libmkl-locale:amd64 <none> 2020.4.304-2ubuntu3
2026-01-16 14:09:31 status half-installed libmkl-locale:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:31 status unpacked libmkl-locale:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:31 install libmkl-intel-lp64:amd64 <none> 2020.4.304-2ubuntu3
2026-01-16 14:09:31 status half-installed libmkl-intel-lp64:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:31 status unpacked libmkl-intel-lp64:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:31 install libmkl-intel-ilp64:amd64 <none> 2020.4.304-2ubuntu3
2026-01-16 14:09:31 status half-installed libmkl-intel-ilp64:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:31 status unpacked libmkl-intel-ilp64:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:31 install libmkl-gf-lp64:amd64 <none> 2020.4.304-2ubuntu3
2026-01-16 14:09:31 status half-installed libmkl-gf-lp64:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:31 status unpacked libmkl-gf-lp64:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:31 install libmkl-gf-ilp64:amd64 <none> 2020.4.304-2ubuntu3
2026-01-16 14:09:31 status half-installed libmkl-gf-ilp64:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:31 status unpacked libmkl-gf-ilp64:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:31 install libmkl-meta-interface:amd64 <none> 2020.4.304-2ubuntu3
2026-01-16 14:09:31 status half-installed libmkl-meta-interface:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:31 status unpacked libmkl-meta-interface:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:31 install libmkl-intel-thread:amd64 <none> 2020.4.304-2ubuntu3
2026-01-16 14:09:31 status half-installed libmkl-intel-thread:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:31 status unpacked libmkl-intel-thread:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:32 install libmkl-gnu-thread:amd64 <none> 2020.4.304-2ubuntu3
2026-01-16 14:09:32 status half-installed libmkl-gnu-thread:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:32 status unpacked libmkl-gnu-thread:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:32 install libmkl-sequential:amd64 <none> 2020.4.304-2ubuntu3
2026-01-16 14:09:32 status half-installed libmkl-sequential:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:32 status unpacked libmkl-sequential:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:32 install libmkl-tbb-thread:amd64 <none> 2020.4.304-2ubuntu3
2026-01-16 14:09:32 status half-installed libmkl-tbb-thread:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:32 status unpacked libmkl-tbb-thread:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:32 install libmkl-pgi-thread:amd64 <none> 2020.4.304-2ubuntu3
2026-01-16 14:09:32 status half-installed libmkl-pgi-thread:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:32 status unpacked libmkl-pgi-thread:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:32 install libmkl-meta-threading:amd64 <none> 2020.4.304-2ubuntu3
2026-01-16 14:09:32 status half-installed libmkl-meta-threading:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:32 status unpacked libmkl-meta-threading:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:32 install libmkl-avx:amd64 <none> 2020.4.304-2ubuntu3
2026-01-16 14:09:32 status half-installed libmkl-avx:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:33 status unpacked libmkl-avx:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:33 install libmkl-avx2:amd64 <none> 2020.4.304-2ubuntu3
2026-01-16 14:09:33 status half-installed libmkl-avx2:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:33 status unpacked libmkl-avx2:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:33 install libmkl-avx512:amd64 <none> 2020.4.304-2ubuntu3
2026-01-16 14:09:33 status half-installed libmkl-avx512:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:33 status unpacked libmkl-avx512:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:33 install libmkl-avx512-mic:amd64 <none> 2020.4.304-2ubuntu3
2026-01-16 14:09:33 status half-installed libmkl-avx512-mic:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:34 status unpacked libmkl-avx512-mic:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:34 install libmkl-def:amd64 <none> 2020.4.304-2ubuntu3
2026-01-16 14:09:34 status half-installed libmkl-def:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:34 status unpacked libmkl-def:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:34 install libmkl-vml-def:amd64 <none> 2020.4.304-2ubuntu3
2026-01-16 14:09:34 status half-installed libmkl-vml-def:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:34 status unpacked libmkl-vml-def:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:34 install libmkl-core:amd64 <none> 2020.4.304-2ubuntu3
2026-01-16 14:09:34 status half-installed libmkl-core:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:34 status unpacked libmkl-core:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:34 install libmkl-mc:amd64 <none> 2020.4.304-2ubuntu3
2026-01-16 14:09:34 status half-installed libmkl-mc:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:35 status unpacked libmkl-mc:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:35 install libmkl-mc3:amd64 <none> 2020.4.304-2ubuntu3
2026-01-16 14:09:35 status half-installed libmkl-mc3:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:35 status unpacked libmkl-mc3:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:35 install libmkl-vml-avx:amd64 <none> 2020.4.304-2ubuntu3
2026-01-16 14:09:35 status half-installed libmkl-vml-avx:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:35 status unpacked libmkl-vml-avx:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:35 install libmkl-vml-avx2:amd64 <none> 2020.4.304-2ubuntu3
2026-01-16 14:09:35 status half-installed libmkl-vml-avx2:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:35 status unpacked libmkl-vml-avx2:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:35 install libmkl-vml-avx512:amd64 <none> 2020.4.304-2ubuntu3
2026-01-16 14:09:35 status half-installed libmkl-vml-avx512:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:35 status unpacked libmkl-vml-avx512:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:35 install libmkl-vml-avx512-mic:amd64 <none> 2020.4.304-2ubuntu3
2026-01-16 14:09:35 status half-installed libmkl-vml-avx512-mic:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:35 status unpacked libmkl-vml-avx512-mic:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:35 install libmkl-vml-cmpt:amd64 <none> 2020.4.304-2ubuntu3
2026-01-16 14:09:35 status half-installed libmkl-vml-cmpt:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:35 status unpacked libmkl-vml-cmpt:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:35 install libmkl-vml-mc:amd64 <none> 2020.4.304-2ubuntu3
2026-01-16 14:09:35 status half-installed libmkl-vml-mc:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:36 status unpacked libmkl-vml-mc:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:36 install libmkl-vml-mc2:amd64 <none> 2020.4.304-2ubuntu3
2026-01-16 14:09:36 status half-installed libmkl-vml-mc2:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:36 status unpacked libmkl-vml-mc2:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:36 install libmkl-vml-mc3:amd64 <none> 2020.4.304-2ubuntu3
2026-01-16 14:09:36 status half-installed libmkl-vml-mc3:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:36 status unpacked libmkl-vml-mc3:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:36 install libmkl-meta-computational:amd64 <none> 2020.4.304-2ubuntu3
2026-01-16 14:09:36 status half-installed libmkl-meta-computational:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:36 status unpacked libmkl-meta-computational:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:36 install libmkl-rt:amd64 <none> 2020.4.304-2ubuntu3
2026-01-16 14:09:36 status half-installed libmkl-rt:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:36 status unpacked libmkl-rt:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:36 install libmkl-interface-dev:amd64 <none> 2020.4.304-2ubuntu3
2026-01-16 14:09:36 status half-installed libmkl-interface-dev:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:36 status unpacked libmkl-interface-dev:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:36 install libmkl-threading-dev:amd64 <none> 2020.4.304-2ubuntu3
2026-01-16 14:09:36 status half-installed libmkl-threading-dev:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:38 status unpacked libmkl-threading-dev:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:38 install libmkl-computational-dev:amd64 <none> 2020.4.304-2ubuntu3
2026-01-16 14:09:38 status half-installed libmkl-computational-dev:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:40 status unpacked libmkl-computational-dev:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:41 install libpkgconf3:amd64 <none> 1.8.0-1
2026-01-16 14:09:41 status half-installed libpkgconf3:amd64 1.8.0-1
2026-01-16 14:09:41 status unpacked libpkgconf3:amd64 1.8.0-1
2026-01-16 14:09:41 install pkgconf:amd64 <none> 1.8.0-1
2026-01-16 14:09:41 status half-installed pkgconf:amd64 1.8.0-1
2026-01-16 14:09:41 status unpacked pkgconf:amd64 1.8.0-1
2026-01-16 14:09:41 install libopenblas-pthread-dev:amd64 <none> 0.3.20+ds-1
2026-01-16 14:09:41 status half-installed libopenblas-pthread-dev:amd64 0.3.20+ds-1
2026-01-16 14:09:41 status unpacked libopenblas-pthread-dev:amd64 0.3.20+ds-1
2026-01-16 14:09:41 install libatlas-base-dev:amd64 <none> 3.10.3-12ubuntu1
2026-01-16 14:09:41 status half-installed libatlas-base-dev:amd64 3.10.3-12ubuntu1
2026-01-16 14:09:42 status unpacked libatlas-base-dev:amd64 3.10.3-12ubuntu1
2026-01-16 14:09:42 install liblapack-dev:amd64 <none> 3.10.0-2ubuntu1
2026-01-16 14:09:42 status half-installed liblapack-dev:amd64 3.10.0-2ubuntu1
2026-01-16 14:09:42 status unpacked liblapack-dev:amd64 3.10.0-2ubuntu1
2026-01-16 14:09:42 install libmkl-dev:amd64 <none> 2020.4.304-2ubuntu3
2026-01-16 14:09:42 status half-installed libmkl-dev:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:42 status unpacked libmkl-dev:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:42 install intel-mkl:amd64 <none> 2020.4.304-2ubuntu3
2026-01-16 14:09:42 status half-installed intel-mkl:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:42 status unpacked intel-mkl:amd64 2020.4.304-2ubuntu3
2026-01-16 14:09:42 install libonig5:amd64 <none> 6.9.7.1-2build1
2026-01-16 14:09:42 status half-installed libonig5:amd64 6.9.7.1-2build1
2026-01-16 14:09:42 status unpacked libonig5:amd64 6.9.7.1-2build1
2026-01-16 14:09:42 install libjq1:amd64 <none> 1.6-2.1ubuntu3.1
2026-01-16 14:09:42 status half-installed libjq1:amd64 1.6-2.1ubuntu3.1
2026-01-16 14:09:42 status unpacked libjq1:amd64 1.6-2.1ubuntu3.1
2026-01-16 14:09:42 install jq:amd64 <none> 1.6-2.1ubuntu3.1
2026-01-16 14:09:42 status half-installed jq:amd64 1.6-2.1ubuntu3.1
2026-01-16 14:09:42 status unpacked jq:amd64 1.6-2.1ubuntu3.1
2026-01-16 14:09:42 install libgssrpc4:amd64 <none> 1.19.2-2ubuntu0.7
2026-01-16 14:09:42 status half-installed libgssrpc4:amd64 1.19.2-2ubuntu0.7
2026-01-16 14:09:42 status unpacked libgssrpc4:amd64 1.19.2-2ubuntu0.7
2026-01-16 14:09:42 install libkdb5-10:amd64 <none> 1.19.2-2ubuntu0.7
2026-01-16 14:09:42 status half-installed libkdb5-10:amd64 1.19.2-2ubuntu0.7
2026-01-16 14:09:42 status unpacked libkdb5-10:amd64 1.19.2-2ubuntu0.7
2026-01-16 14:09:42 install libkadm5srv-mit12:amd64 <none> 1.19.2-2ubuntu0.7
2026-01-16 14:09:42 status half-installed libkadm5srv-mit12:amd64 1.19.2-2ubuntu0.7
2026-01-16 14:09:42 status unpacked libkadm5srv-mit12:amd64 1.19.2-2ubuntu0.7
2026-01-16 14:09:42 install libkadm5clnt-mit12:amd64 <none> 1.19.2-2ubuntu0.7
2026-01-16 14:09:42 status half-installed libkadm5clnt-mit12:amd64 1.19.2-2ubuntu0.7
2026-01-16 14:09:42 status unpacked libkadm5clnt-mit12:amd64 1.19.2-2ubuntu0.7
2026-01-16 14:09:42 install comerr-dev:amd64 <none> 2.1-1.46.5-2ubuntu1.2
2026-01-16 14:09:42 status half-installed comerr-dev:amd64 2.1-1.46.5-2ubuntu1.2
2026-01-16 14:09:42 status unpacked comerr-dev:amd64 2.1-1.46.5-2ubuntu1.2
2026-01-16 14:09:42 install krb5-multidev:amd64 <none> 1.19.2-2ubuntu0.7
2026-01-16 14:09:42 status half-installed krb5-multidev:amd64 1.19.2-2ubuntu0.7
2026-01-16 14:09:42 status unpacked krb5-multidev:amd64 1.19.2-2ubuntu0.7
2026-01-16 14:09:42 install libaec0:amd64 <none> 1.0.6-1
2026-01-16 14:09:42 status half-installed libaec0:amd64 1.0.6-1
2026-01-16 14:09:42 status unpacked libaec0:amd64 1.0.6-1
2026-01-16 14:09:42 install libaom-dev:amd64 <none> 3.3.0-1ubuntu0.1
2026-01-16 14:09:42 status half-installed libaom-dev:amd64 3.3.0-1ubuntu0.1
2026-01-16 14:09:42 status unpacked libaom-dev:amd64 3.3.0-1ubuntu0.1
2026-01-16 14:09:42 install libapt-pkg-dev:amd64 <none> 2.4.14
2026-01-16 14:09:42 status half-installed libapt-pkg-dev:amd64 2.4.14
2026-01-16 14:09:42 status unpacked libapt-pkg-dev:amd64 2.4.14
2026-01-16 14:09:42 install libarpack2:amd64 <none> 3.8.0-1
2026-01-16 14:09:42 status half-installed libarpack2:amd64 3.8.0-1
2026-01-16 14:09:42 status unpacked libarpack2:amd64 3.8.0-1
2026-01-16 14:09:43 install libsuperlu5:amd64 <none> 5.3.0+dfsg1-2
2026-01-16 14:09:43 status half-installed libsuperlu5:amd64 5.3.0+dfsg1-2
2026-01-16 14:09:43 status unpacked libsuperlu5:amd64 5.3.0+dfsg1-2
2026-01-16 14:09:43 install libarmadillo10:amd64 <none> 1:10.8.2+dfsg-1
2026-01-16 14:09:43 status half-installed libarmadillo10:amd64 1:10.8.2+dfsg-1
2026-01-16 14:09:43 status unpacked libarmadillo10:amd64 1:10.8.2+dfsg-1
2026-01-16 14:09:43 install libarpack2-dev:amd64 <none> 3.8.0-1
2026-01-16 14:09:43 status half-installed libarpack2-dev:amd64 3.8.0-1
2026-01-16 14:09:43 status unpacked libarpack2-dev:amd64 3.8.0-1
2026-01-16 14:09:43 install libsz2:amd64 <none> 1.0.6-1
2026-01-16 14:09:43 status half-installed libsz2:amd64 1.0.6-1
2026-01-16 14:09:43 status unpacked libsz2:amd64 1.0.6-1
2026-01-16 14:09:43 install libhdf5-103-1:amd64 <none> 1.10.7+repack-4ubuntu2
2026-01-16 14:09:43 status half-installed libhdf5-103-1:amd64 1.10.7+repack-4ubuntu2
2026-01-16 14:09:43 status unpacked libhdf5-103-1:amd64 1.10.7+repack-4ubuntu2
2026-01-16 14:09:43 install libhdf5-fortran-102:amd64 <none> 1.10.7+repack-4ubuntu2
2026-01-16 14:09:43 status half-installed libhdf5-fortran-102:amd64 1.10.7+repack-4ubuntu2
2026-01-16 14:09:43 status unpacked libhdf5-fortran-102:amd64 1.10.7+repack-4ubuntu2
2026-01-16 14:09:43 install libhdf5-hl-100:amd64 <none> 1.10.7+repack-4ubuntu2
2026-01-16 14:09:43 status half-installed libhdf5-hl-100:amd64 1.10.7+repack-4ubuntu2
2026-01-16 14:09:43 status unpacked libhdf5-hl-100:amd64 1.10.7+repack-4ubuntu2
2026-01-16 14:09:43 install libhdf5-hl-fortran-100:amd64 <none> 1.10.7+repack-4ubuntu2
2026-01-16 14:09:43 status half-installed libhdf5-hl-fortran-100:amd64 1.10.7+repack-4ubuntu2
2026-01-16 14:09:43 status unpacked libhdf5-hl-fortran-100:amd64 1.10.7+repack-4ubuntu2
2026-01-16 14:09:43 install libhdf5-cpp-103-1:amd64 <none> 1.10.7+repack-4ubuntu2
2026-01-16 14:09:43 status half-installed libhdf5-cpp-103-1:amd64 1.10.7+repack-4ubuntu2
2026-01-16 14:09:43 status unpacked libhdf5-cpp-103-1:amd64 1.10.7+repack-4ubuntu2
2026-01-16 14:09:43 install libhdf5-hl-cpp-100:amd64 <none> 1.10.7+repack-4ubuntu2
2026-01-16 14:09:43 status half-installed libhdf5-hl-cpp-100:amd64 1.10.7+repack-4ubuntu2
2026-01-16 14:09:43 status unpacked libhdf5-hl-cpp-100:amd64 1.10.7+repack-4ubuntu2
2026-01-16 14:09:43 install libjpeg-turbo8-dev:amd64 <none> 2.1.2-0ubuntu1
2026-01-16 14:09:43 status half-installed libjpeg-turbo8-dev:amd64 2.1.2-0ubuntu1
2026-01-16 14:09:43 status unpacked libjpeg-turbo8-dev:amd64 2.1.2-0ubuntu1
2026-01-16 14:09:43 install libjpeg8-dev:amd64 <none> 8c-2ubuntu10
2026-01-16 14:09:43 status half-installed libjpeg8-dev:amd64 8c-2ubuntu10
2026-01-16 14:09:43 status unpacked libjpeg8-dev:amd64 8c-2ubuntu10
2026-01-16 14:09:43 install libjpeg-dev:amd64 <none> 8c-2ubuntu10
2026-01-16 14:09:43 status half-installed libjpeg-dev:amd64 8c-2ubuntu10
2026-01-16 14:09:43 status unpacked libjpeg-dev:amd64 8c-2ubuntu10
2026-01-16 14:09:43 install libaec-dev:amd64 <none> 1.0.6-1
2026-01-16 14:09:43 status half-installed libaec-dev:amd64 1.0.6-1
2026-01-16 14:09:43 status unpacked libaec-dev:amd64 1.0.6-1
2026-01-16 14:09:43 install libcurl4-openssl-dev:amd64 <none> 7.81.0-1ubuntu1.21
2026-01-16 14:09:43 status half-installed libcurl4-openssl-dev:amd64 7.81.0-1ubuntu1.21
2026-01-16 14:09:43 status unpacked libcurl4-openssl-dev:amd64 7.81.0-1ubuntu1.21
2026-01-16 14:09:43 install libhdf5-dev:amd64 <none> 1.10.7+repack-4ubuntu2
2026-01-16 14:09:43 status half-installed libhdf5-dev:amd64 1.10.7+repack-4ubuntu2
2026-01-16 14:09:43 status unpacked libhdf5-dev:amd64 1.10.7+repack-4ubuntu2
2026-01-16 14:09:43 install libopenblas0:amd64 <none> 0.3.20+ds-1
2026-01-16 14:09:43 status half-installed libopenblas0:amd64 0.3.20+ds-1
2026-01-16 14:09:43 status unpacked libopenblas0:amd64 0.3.20+ds-1
2026-01-16 14:09:43 install libopenblas-dev:amd64 <none> 0.3.20+ds-1
2026-01-16 14:09:43 status half-installed libopenblas-dev:amd64 0.3.20+ds-1
2026-01-16 14:09:43 status unpacked libopenblas-dev:amd64 0.3.20+ds-1
2026-01-16 14:09:43 install libsuperlu-dev:amd64 <none> 5.3.0+dfsg1-2
2026-01-16 14:09:43 status half-installed libsuperlu-dev:amd64 5.3.0+dfsg1-2
2026-01-16 14:09:43 status unpacked libsuperlu-dev:amd64 5.3.0+dfsg1-2
2026-01-16 14:09:43 install libarmadillo-dev:amd64 <none> 1:10.8.2+dfsg-1
2026-01-16 14:09:43 status half-installed libarmadillo-dev:amd64 1:10.8.2+dfsg-1
2026-01-16 14:09:43 status unpacked libarmadillo-dev:amd64 1:10.8.2+dfsg-1
