2026-01-09 02:03:48 startup archives install
2026-01-16 14:09:44 install libblosc1:amd64 <none> 1.21.1+ds2-2
2026-01-16 14:09:44 status half-installed libblosc1:amd64 1.21.1+ds2-2
2026-01-16 14:09:44 status unpacked libblosc1:amd64 1.21.1+ds2-2
2026-01-16 14:09:44 install libblosc-dev:amd64 <none> 1.21.1+ds2-2
2026-01-16 14:09:44 status half-installed libblosc-dev:amd64 1.21.1+ds2-2
2026-01-16 14:09:44 status unpacked libblosc-dev:amd64 1.21.1+ds2-2
2026-01-16 14:09:44 install libboost1.74-dev:amd64 <none> 1.74.0-14ubuntu3
2026-01-16 14:09:44 status half-installed libboost1.74-dev:amd64 1.74.0-14ubuntu3
2026-01-16 14:09:46 status unpacked libboost1.74-dev:amd64 1.74.0-14ubuntu3
2026-01-16 14:09:46 install libboost-dev:amd64 <none> 1.74.0.3ubuntu7
2026-01-16 14:09:46 status half-installed libboost-dev:amd64 1.74.0.3ubuntu7
2026-01-16 14:09:46 status unpacked libboost-dev:amd64 1.74.0.3ubuntu7
2026-01-16 14:09:46 install libbrotli-dev:amd64 <none> 1.0.9-2build6
2026-01-16 14:09:46 status half-installed libbrotli-dev:amd64 1.0.9-2build6
2026-01-16 14:09:46 status unpacked libbrotli-dev:amd64 1.0.9-2build6
2026-01-16 14:09:47 install libmd-dev:amd64 <none> 1.0.4-1build1
2026-01-16 14:09:47 status half-installed libmd-dev:amd64 1.0.4-1build1
2026-01-16 14:09:47 status unpacked libmd-dev:amd64 1.0.4-1build1
2026-01-16 14:09:47 install libbsd-dev:amd64 <none> 0.11.5-1
2026-01-16 14:09:47 status half-installed libbsd-dev:amd64 0.11.5-1
2026-01-16 14:09:47 status unpacked libbsd-dev:amd64 0.11.5-1
2026-01-16 14:09:47 install libbz2-dev:amd64 <none> 1.0.8-5build1
2026-01-16 14:09:47 status half-installed libbz2-dev:amd64 1.0.8-5build1
2026-01-16 14:09:47 status unpacked libbz2-dev:amd64 1.0.8-5build1
2026-01-16 14:09:47 install libexpat1-dev:amd64 <none> 2.4.7-1ubuntu0.6
2026-01-16 14:09:47 status half-installed libexpat1-dev:amd64 2.4.7-1ubuntu0.6
2026-01-16 14:09:47 status unpacked libexpat1-dev:amd64 2.4.7-1ubuntu0.6
2026-01-16 14:09:47 install libpng-dev:amd64 <none> 1.6.37-3ubuntu0.3
2026-01-16 14:09:47 status half-installed libpng-dev:amd64 1.6.37-3ubuntu0.3
2026-01-16 14:09:47 status unpacked libpng-dev:amd64 1.6.37-3ubuntu0.3
2026-01-16 14:09:47 install libfreetype-dev:amd64 <none> 2.11.1+dfsg-1ubuntu0.3
2026-01-16 14:09:47 status half-installed libfreetype-dev:amd64 2.11.1+dfsg-1ubuntu0.3
2026-01-16 14:09:47 status unpacked libfreetype-dev:amd64 2.11.1+dfsg-1ubuntu0.3
2026-01-16 14:09:47 install libfreetype6-dev:amd64 <none> 2.11.1+dfsg-1ubuntu0.3
2026-01-16 14:09:47 status half-installed libfreetype6-dev:amd64 2.11.1+dfsg-1ubuntu0.3
2026-01-16 14:09:47 status unpacked libfreetype6-dev:amd64 2.11.1+dfsg-1ubuntu0.3
2026-01-16 14:09:47 install uuid-dev:amd64 <none> 2.37.2-4ubuntu3.4
2026-01-16 14:09:47 status half-installed uuid-dev:amd64 2.37.2-4ubuntu3.4
2026-01-16 14:09:47 status unpacked uuid-dev:amd64 2.37.2-4ubuntu3.4
2026-01-16 14:09:47 install libfontconfig-dev:amd64 <none> 2.13.1-4.2ubuntu5
2026-01-16 14:09:47 status half-installed libfontconfig-dev:amd64 2.13.1-4.2ubuntu5
2026-01-16 14:09:47 status unpacked libfontconfig-dev:amd64 2.13.1-4.2ubuntu5
2026-01-16 14:09:47 install libfontconfig1-dev:amd64 <none> 2.13.1-4.2ubuntu5
2026-01-16 14:09:47 status half-installed libfontconfig1-dev:amd64 2.13.1-4.2ubuntu5
2026-01-16 14:09:47 status unpacked libfontconfig1-dev:amd64 2.13.1-4.2ubuntu5
2026-01-16 14:09:47 install xorg-sgml-doctools:all <none> 1:1.11-1.1
2026-01-16 14:09:47 status half-installed xorg-sgml-doctools:all 1:1.11-1.1
2026-01-16 14:09:47 status unpacked xorg-sgml-doctools:all 1:1.11-1.1
2026-01-16 14:09:47 install x11proto-dev:all <none> 2021.5-1
2026-01-16 14:09:47 status half-installed x11proto-dev:all 2021.5-1
2026-01-16 14:09:47 status unpacked x11proto-dev:all 2021.5-1
2026-01-16 14:09:47 install libxau-dev:amd64 <none> 1:1.0.9-1build5
2026-01-16 14:09:47 status half-installed libxau-dev:amd64 1:1.0.9-1build5
2026-01-16 14:09:47 status unpacked libxau-dev:amd64 1:1.0.9-1build5
2026-01-16 14:09:47 install libxdmcp-dev:amd64 <none> 1:1.1.3-0ubuntu5
2026-01-16 14:09:47 status half-installed libxdmcp-dev:amd64 1:1.1.3-0ubuntu5
2026-01-16 14:09:47 status unpacked libxdmcp-dev:amd64 1:1.1.3-0ubuntu5
2026-01-16 14:09:47 install xtrans-dev:all <none> 1.4.0-1
2026-01-16 14:09:47 status half-installed xtrans-dev:all 1.4.0-1
2026-01-16 14:09:47 status unpacked xtrans-dev:all 1.4.0-1
2026-01-16 14:09:47 install libpthread-stubs0-dev:amd64 <none> 0.4-1build2
2026-01-16 14:09:47 status half-installed libpthread-stubs0-dev:amd64 0.4-1build2
2026-01-16 14:09:47 status unpacked libpthread-stubs0-dev:amd64 0.4-1build2
2026-01-16 14:09:47 install libxcb1-dev:amd64 <none> 1.14-3ubuntu3
2026-01-16 14:09:47 status half-installed libxcb1-dev:amd64 1.14-3ubuntu3
2026-01-16 14:09:47 status unpacked libxcb1-dev:amd64 1.14-3ubuntu3
2026-01-16 14:09:47 install libx11-dev:amd64 <none> 2:1.7.5-1ubuntu0.3
2026-01-16 14:09:47 status half-installed libx11-dev:amd64 2:1.7.5-1ubuntu0.3
2026-01-16 14:09:47 status unpacked libx11-dev:amd64 2:1.7.5-1ubuntu0.3
2026-01-16 14:09:47 install libxrender-dev:amd64 <none> 1:0.9.10-1build4
2026-01-16 14:09:47 status half-installed libxrender-dev:amd64 1:0.9.10-1build4
2026-01-16 14:09:47 status unpacked libxrender-dev:amd64 1:0.9.10-1build4
2026-01-16 14:09:47 install libxext-dev:amd64 <none> 2:1.3.4-1build1
2026-01-16 14:09:47 status half-installed libxext-dev:amd64 2:1.3.4-1build1
2026-01-16 14:09:47 status unpacked libxext-dev:amd64 2:1.3.4-1build1
2026-01-16 14:09:47 install libice-dev:amd64 <none> 2:1.0.10-1build2
2026-01-16 14:09:47 status half-installed libice-dev:amd64 2:1.0.10-1build2
2026-01-16 14:09:48 status unpacked libice-dev:amd64 2:1.0.10-1build2
2026-01-16 14:09:48 install libsm-dev:amd64 <none> 2:1.2.3-1build2
2026-01-16 14:09:48 status half-installed libsm-dev:amd64 2:1.2.3-1build2
2026-01-16 14:09:48 status unpacked libsm-dev:amd64 2:1.2.3-1build2
2026-01-16 14:09:48 install libpixman-1-dev:amd64 <none> 0.40.0-1ubuntu0.22.04.1
2026-01-16 14:09:48 status half-installed libpixman-1-dev:amd64 0.40.0-1ubuntu0.22.04.1
2026-01-16 14:09:48 status unpacked libpixman-1-dev:amd64 0.40.0-1ubuntu0.22.04.1
2026-01-16 14:09:48 install libxcb-render0-dev:amd64 <none> 1.14-3ubuntu3
2026-01-16 14:09:48 status half-installed libxcb-render0-dev:amd64 1.14-3ubuntu3
2026-01-16 14:09:48 status unpacked libxcb-render0-dev:amd64 1.14-3ubuntu3
2026-01-16 14:09:48 install libxcb-shm0-dev:amd64 <none> 1.14-3ubuntu3
2026-01-16 14:09:48 status half-installed libxcb-shm0-dev:amd64 1.14-3ubuntu3
2026-01-16 14:09:48 status unpacked libxcb-shm0-dev:amd64 1.14-3ubuntu3
2026-01-16 14:09:48 install libffi-dev:amd64 <none> 3.4.2-4
2026-01-16 14:09:48 status half-installed libffi-dev:amd64 3.4.2-4
2026-01-16 14:09:48 status unpacked libffi-dev:amd64 3.4.2-4
2026-01-16 14:09:48 install libglib2.0-dev-bin:amd64 <none> 2.72.4-0ubuntu2.7
2026-01-16 14:09:48 status half-installed libglib2.0-dev-bin:amd64 2.72.4-0ubuntu2.7
2026-01-16 14:09:48 status unpacked libglib2.0-dev-bin:amd64 2.72.4-0ubuntu2.7
2026-01-16 14:09:48 install libblkid-dev:amd64 <none> 2.37.2-4ubuntu3.4
2026-01-16 14:09:48 status half-installed libblkid-dev:amd64 2.37.2-4ubuntu3.4
2026-01-16 14:09:48 status unpacked libblkid-dev:amd64 2.37.2-4ubuntu3.4
2026-01-16 14:09:48 install libsepol-dev:amd64 <none> 3.3-1build1
2026-01-16 14:09:48 status half-installed libsepol-dev:amd64 3.3-1build1
2026-01-16 14:09:48 status unpacked libsepol-dev:amd64 3.3-1build1
2026-01-16 14:09:48 install libpcre2-16-0:amd64 <none> 10.39-3ubuntu0.1
2026-01-16 14:09:48 status half-installed libpcre2-16-0:amd64 10.39-3ubuntu0.1
2026-01-16 14:09:48 status unpacked libpcre2-16-0:amd64 10.39-3ubuntu0.1
2026-01-16 14:09:48 install libpcre2-32-0:amd64 <none> 10.39-3ubuntu0.1
2026-01-16 14:09:48 status half-installed libpcre2-32-0:amd64 10.39-3ubuntu0.1
2026-01-16 14:09:48 status unpacked libpcre2-32-0:amd64 10.39-3ubuntu0.1
2026-01-16 14:09:48 install libpcre2-posix3:amd64 <none> 10.39-3ubuntu0.1
2026-01-16 14:09:48 status half-installed libpcre2-posix3:amd64 10.39-3ubuntu0.1
2026-01-16 14:09:48 status unpacked libpcre2-posix3:amd64 10.39-3ubuntu0.1
2026-01-16 14:09:48 install libpcre2-dev:amd64 <none> 10.39-3ubuntu0.1
2026-01-16 14:09:48 status half-installed libpcre2-dev:amd64 10.39-3ubuntu0.1
2026-01-16 14:09:48 status unpacked libpcre2-dev:amd64 10.39-3ubuntu0.1
2026-01-16 14:09:48 install libselinux1-dev:amd64 <none> 3.3-1build2
2026-01-16 14:09:48 status half-installed libselinux1-dev:amd64 3.3-1build2
2026-01-16 14:09:48 status unpacked libselinux1-dev:amd64 3.3-1build2
2026-01-16 14:09:48 install libmount-dev:amd64 <none> 2.37.2-4ubuntu3.4
2026-01-16 14:09:48 status half-installed libmount-dev:amd64 2.37.2-4ubuntu3.4
2026-01-16 14:09:48 status unpacked libmount-dev:amd64 2.37.2-4ubuntu3.4
2026-01-16 14:09:48 install libpcre16-3:amd64 <none> 2:8.39-13ubuntu0.22.04.1
2026-01-16 14:09:48 status half-installed libpcre16-3:amd64 2:8.39-13ubuntu0.22.04.1
2026-01-16 14:09:48 status unpacked libpcre16-3:amd64 2:8.39-13ubuntu0.22.04.1
2026-01-16 14:09:48 install libpcre32-3:amd64 <none> 2:8.39-13ubuntu0.22.04.1
2026-01-16 14:09:48 status half-installed libpcre32-3:amd64 2:8.39-13ubuntu0.22.04.1
2026-01-16 14:09:48 status unpacked libpcre32-3:amd64 2:8.39-13ubuntu0.22.04.1
2026-01-16 14:09:48 install libpcrecpp0v5:amd64 <none> 2:8.39-13ubuntu0.22.04.1
2026-01-16 14:09:48 status half-installed libpcrecpp0v5:amd64 2:8.39-13ubuntu0.22.04.1
2026-01-16 14:09:48 status unpacked libpcrecpp0v5:amd64 2:8.39-13ubuntu0.22.04.1
2026-01-16 14:09:48 install libpcre3-dev:amd64 <none> 2:8.39-13ubuntu0.22.04.1
2026-01-16 14:09:48 status half-installed libpcre3-dev:amd64 2:8.39-13ubuntu0.22.04.1
2026-01-16 14:09:48 status unpacked libpcre3-dev:amd64 2:8.39-13ubuntu0.22.04.1
2026-01-16 14:09:48 install libglib2.0-dev:amd64 <none> 2.72.4-0ubuntu2.7
2026-01-16 14:09:48 status half-installed libglib2.0-dev:amd64 2.72.4-0ubuntu2.7
2026-01-16 14:09:49 status unpacked libglib2.0-dev:amd64 2.72.4-0ubuntu2.7
2026-01-16 14:09:49 install libcairo2-dev:amd64 <none> 1.16.0-5ubuntu2
2026-01-16 14:09:49 status half-installed libcairo2-dev:amd64 1.16.0-5ubuntu2
2026-01-16 14:09:49 status unpacked libcairo2-dev:amd64 1.16.0-5ubuntu2
2026-01-16 14:09:49 install libcfitsio9:amd64 <none> 4.0.0-1
2026-01-16 14:09:49 status half-installed libcfitsio9:amd64 4.0.0-1
2026-01-16 14:09:49 status unpacked libcfitsio9:amd64 4.0.0-1
2026-01-16 14:09:49 install libcfitsio-dev:amd64 <none> 4.0.0-1
2026-01-16 14:09:49 status half-installed libcfitsio-dev:amd64 4.0.0-1
2026-01-16 14:09:49 status unpacked libcfitsio-dev:amd64 4.0.0-1
2026-01-16 14:09:49 install libdav1d-dev:amd64 <none> 0.9.2-1
2026-01-16 14:09:49 status half-installed libdav1d-dev:amd64 0.9.2-1
2026-01-16 14:09:49 status unpacked libdav1d-dev:amd64 0.9.2-1
2026-01-16 14:09:49 install libde265-0:amd64 <none> 1.0.8-1ubuntu0.3
2026-01-16 14:09:49 status half-installed libde265-0:amd64 1.0.8-1ubuntu0.3
2026-01-16 14:09:49 status unpacked libde265-0:amd64 1.0.8-1ubuntu0.3
2026-01-16 14:09:49 install libde265-dev:amd64 <none> 1.0.8-1ubuntu0.3
2026-01-16 14:09:49 status half-installed libde265-dev:amd64 1.0.8-1ubuntu0.3
2026-01-16 14:09:49 status unpacked libde265-dev:amd64 1.0.8-1ubuntu0.3
2026-01-16 14:09:49 install libdeflate-dev:amd64 <none> 1.10-2
2026-01-16 14:09:49 status half-installed libdeflate-dev:amd64 1.10-2
2026-01-16 14:09:49 status unpacked libdeflate-dev:amd64 1.10-2
2026-01-16 14:09:49 install libegl-mesa0:amd64 <none> 23.2.1-1ubuntu3.1~22.04.3
2026-01-16 14:09:49 status half-installed libegl-mesa0:amd64 23.2.1-1ubuntu3.1~22.04.3
2026-01-16 14:09:49 status unpacked libegl-mesa0:amd64 23.2.1-1ubuntu3.1~22.04.3
2026-01-16 14:09:49 install libevent-2.1-7:amd64 <none> 2.1.12-stable-1build3
2026-01-16 14:09:49 status half-installed libevent-2.1-7:amd64 2.1.12-stable-1build3
2026-01-16 14:09:49 status unpacked libevent-2.1-7:amd64 2.1.12-stable-1build3
2026-01-16 14:09:49 install libevent-core-2.1-7:amd64 <none> 2.1.12-stable-1build3
2026-01-16 14:09:49 status half-installed libevent-core-2.1-7:amd64 2.1.12-stable-1build3
2026-01-16 14:09:49 status unpacked libevent-core-2.1-7:amd64 2.1.12-stable-1build3
2026-01-16 14:09:49 install libevent-extra-2.1-7:amd64 <none> 2.1.12-stable-1build3
2026-01-16 14:09:49 status half-installed libevent-extra-2.1-7:amd64 2.1.12-stable-1build3
2026-01-16 14:09:49 status unpacked libevent-extra-2.1-7:amd64 2.1.12-stable-1build3
2026-01-16 14:09:49 install libevent-pthreads-2.1-7:amd64 <none> 2.1.12-stable-1build3
2026-01-16 14:09:49 status half-installed libevent-pthreads-2.1-7:amd64 2.1.12-stable-1build3
2026-01-16 14:09:49 status unpacked libevent-pthreads-2.1-7:amd64 2.1.12-stable-1build3
2026-01-16 14:09:49 install libevent-openssl-2.1-7:amd64 <none> 2.1.12-stable-1build3
2026-01-16 14:09:49 status half-installed libevent-openssl-2.1-7:amd64 2.1.12-stable-1build3
2026-01-16 14:09:49 status unpacked libevent-openssl-2.1-7:amd64 2.1.12-stable-1build3
2026-01-16 14:09:49 install libevent-dev:amd64 <none> 2.1.12-stable-1build3
2026-01-16 14:09:49 status half-installed libevent-dev:amd64 2.1.12-stable-1build3
2026-01-16 14:09:49 status unpacked libevent-dev:amd64 2.1.12-stable-1build3
2026-01-16 14:09:49 install libpsm-infinipath1:amd64 <none> 3.3+20.604758e7-6.1
2026-01-16 14:09:49 status half-installed libpsm-infinipath1:amd64 3.3+20.604758e7-6.1
2026-01-16 14:09:49 status unpacked libpsm-infinipath1:amd64 3.3+20.604758e7-6.1
2026-01-16 14:09:49 install libpsm2-2:amd64 <none> 11.2.185-1
2026-01-16 14:09:49 status half-installed libpsm2-2:amd64 11.2.185-1
2026-01-16 14:09:49 status unpacked libpsm2-2:amd64 11.2.185-1
2026-01-16 14:09:49 install librdmacm1:amd64 <none> 39.0-1
2026-01-16 14:09:49 status half-installed librdmacm1:amd64 39.0-1
2026-01-16 14:09:49 status unpacked librdmacm1:amd64 39.0-1
2026-01-16 14:09:50 install libfabric1:amd64 <none> 1.11.0-3
2026-01-16 14:09:50 status half-installed libfabric1:amd64 1.11.0-3
2026-01-16 14:09:50 status unpacked libfabric1:amd64 1.11.0-3
2026-01-16 14:09:50 install libogg-dev:amd64 <none> 1.3.5-0ubuntu3
2026-01-16 14:09:50 status half-installed libogg-dev:amd64 1.3.5-0ubuntu3
2026-01-16 14:09:50 status unpacked libogg-dev:amd64 1.3.5-0ubuntu3
2026-01-16 14:09:50 install libflac-dev:amd64 <none> 1.3.3-2ubuntu0.2
2026-01-16 14:09:50 status half-installed libflac-dev:amd64 1.3.3-2ubuntu0.2
2026-01-16 14:09:50 status unpacked libflac-dev:amd64 1.3.3-2ubuntu0.2
2026-01-16 14:09:50 install libfontenc1:amd64 <none> 1:1.1.4-1build3
2026-01-16 14:09:50 status half-installed libfontenc1:amd64 1:1.1.4-1build3
2026-01-16 14:09:50 status unpacked libfontenc1:amd64 1:1.1.4-1build3
2026-01-16 14:09:50 install libminizip1:amd64 <none> 1.1-8build1
2026-01-16 14:09:50 status half-installed libminizip1:amd64 1.1-8build1
2026-01-16 14:09:50 status unpacked libminizip1:amd64 1.1-8build1
2026-01-16 14:09:50 install libfreexl1:amd64 <none> 2.0.0-1~jammy0
2026-01-16 14:09:50 status half-installed libfreexl1:amd64 2.0.0-1~jammy0
2026-01-16 14:09:50 status unpacked libfreexl1:amd64 2.0.0-1~jammy0
2026-01-16 14:09:50 install libminizip-dev:amd64 <none> 1.1-8build1
2026-01-16 14:09:50 status half-installed libminizip-dev:amd64 1.1-8build1
2026-01-16 14:09:50 status unpacked libminizip-dev:amd64 1.1-8build1
2026-01-16 14:09:50 install libfreexl-dev:amd64 <none> 2.0.0-1~jammy0
2026-01-16 14:09:50 status half-installed libfreexl-dev:amd64 2.0.0-1~jammy0
2026-01-16 14:09:50 status unpacked libfreexl-dev:amd64 2.0.0-1~jammy0
2026-01-16 14:09:50 install libfyba0:amd64 <none> 4.1.1-7
2026-01-16 14:09:50 status half-installed libfyba0:amd64 4.1.1-7
2026-01-16 14:09:50 status unpacked libfyba0:amd64 4.1.1-7
2026-01-16 14:09:50 install libfyba-dev:amd64 <none> 4.1.1-7
2026-01-16 14:09:50 status half-installed libfyba-dev:amd64 4.1.1-7
2026-01-16 14:09:50 status unpacked libfyba-dev:amd64 4.1.1-7
2026-01-16 14:09:50 install libgeos3.12.1:amd64 <none> 3.12.1-1~jammy0
2026-01-16 14:09:50 status half-installed libgeos3.12.1:amd64 3.12.1-1~jammy0
2026-01-16 14:09:50 status unpacked libgeos3.12.1:amd64 3.12.1-1~jammy0
2026-01-16 14:09:50 install libgeos-c1v5:amd64 <none> 3.12.1-1~jammy0
2026-01-16 14:09:50 status half-installed libgeos-c1v5:amd64 3.12.1-1~jammy0
2026-01-16 14:09:50 status unpacked libgeos-c1v5:amd64 3.12.1-1~jammy0
2026-01-16 14:09:50 install proj-data:all <none> 9.3.1-1~jammy0
2026-01-16 14:09:50 status half-installed proj-data:all 9.3.1-1~jammy0
2026-01-16 14:09:50 status unpacked proj-data:all 9.3.1-1~jammy0
2026-01-16 14:09:50 install libproj25:amd64 <none> 9.3.1-1~jammy0
2026-01-16 14:09:50 status half-installed libproj25:amd64 9.3.1-1~jammy0
2026-01-16 14:09:50 status unpacked libproj25:amd64 9.3.1-1~jammy0
2026-01-16 14:09:50 install libgeotiff5:amd64 <none> 1.7.1-5~jammy0
2026-01-16 14:09:50 status half-installed libgeotiff5:amd64 1.7.1-5~jammy0
2026-01-16 14:09:50 status unpacked libgeotiff5:amd64 1.7.1-5~jammy0
2026-01-16 14:09:50 install libgif7:amd64 <none> 5.1.9-2ubuntu0.1
2026-01-16 14:09:50 status half-installed libgif7:amd64 5.1.9-2ubuntu0.1
2026-01-16 14:09:51 status unpacked libgif7:amd64 5.1.9-2ubuntu0.1
2026-01-16 14:09:51 install libhdf4-0-alt:amd64 <none> 4.2.15-4
2026-01-16 14:09:51 status half-installed libhdf4-0-alt:amd64 4.2.15-4
2026-01-16 14:09:51 status unpacked libhdf4-0-alt:amd64 4.2.15-4
2026-01-16 14:09:51 install libheif1:amd64 <none> 1.12.0-2build1
2026-01-16 14:09:51 status half-installed libheif1:amd64 1.12.0-2build1
2026-01-16 14:09:51 status unpacked libheif1:amd64 1.12.0-2build1
2026-01-16 14:09:51 install liburiparser1:amd64 <none> 0.9.6+dfsg-1
2026-01-16 14:09:51 status half-installed liburiparser1:amd64 0.9.6+dfsg-1
2026-01-16 14:09:51 status unpacked liburiparser1:amd64 0.9.6+dfsg-1
2026-01-16 14:09:51 install libkmlbase1:amd64 <none> 1.3.0-9
2026-01-16 14:09:51 status half-installed libkmlbase1:amd64 1.3.0-9
2026-01-16 14:09:51 status unpacked libkmlbase1:amd64 1.3.0-9
2026-01-16 14:09:51 install libkmldom1:amd64 <none> 1.3.0-9
2026-01-16 14:09:51 status half-installed libkmldom1:amd64 1.3.0-9
2026-01-16 14:09:51 status unpacked libkmldom1:amd64 1.3.0-9
2026-01-16 14:09:51 install libkmlengine1:amd64 <none> 1.3.0-9
2026-01-16 14:09:51 status half-installed libkmlengine1:amd64 1.3.0-9
2026-01-16 14:09:51 status unpacked libkmlengine1:amd64 1.3.0-9
2026-01-16 14:09:51 install libnetcdf19:amd64 <none> 1:4.8.1-1
2026-01-16 14:09:51 status half-installed libnetcdf19:amd64 1:4.8.1-1
2026-01-16 14:09:51 status unpacked libnetcdf19:amd64 1:4.8.1-1
2026-01-16 14:09:51 install libodbc2:amd64 <none> 2.3.9-5ubuntu0.1
2026-01-16 14:09:51 status half-installed libodbc2:amd64 2.3.9-5ubuntu0.1
2026-01-16 14:09:51 status unpacked libodbc2:amd64 2.3.9-5ubuntu0.1
2026-01-16 14:09:51 install unixodbc-common:all <none> 2.3.9-5ubuntu0.1
2026-01-16 14:09:51 status half-installed unixodbc-common:all 2.3.9-5ubuntu0.1
2026-01-16 14:09:51 status unpacked unixodbc-common:all 2.3.9-5ubuntu0.1
2026-01-16 14:09:51 install libodbcinst2:amd64 <none> 2.3.9-5ubuntu0.1
2026-01-16 14:09:51 status half-installed libodbcinst2:amd64 2.3.9-5ubuntu0.1
2026-01-16 14:09:51 status unpacked libodbcinst2:amd64 2.3.9-5ubuntu0.1
2026-01-16 14:09:51 install libogdi4.1:amd64 <none> 4.1.0+ds-5
2026-01-16 14:09:51 status half-installed libogdi4.1:amd64 4.1.0+ds-5
2026-01-16 14:09:51 status unpacked libogdi4.1:amd64 4.1.0+ds-5
2026-01-16 14:09:51 install libpoppler118:amd64 <none> 22.02.0-2ubuntu0.12
2026-01-16 14:09:51 status half-installed libpoppler118:amd64 22.02.0-2ubuntu0.12
2026-01-16 14:09:51 status unpacked libpoppler118:amd64 22.02.0-2ubuntu0.12
2026-01-16 14:09:51 install libpq5:amd64 <none> 14.20-0ubuntu0.22.04.1
2026-01-16 14:09:51 status half-installed libpq5:amd64 14.20-0ubuntu0.22.04.1
2026-01-16 14:09:51 status unpacked libpq5:amd64 14.20-0ubuntu0.22.04.1
2026-01-16 14:09:51 install libqhull-r8.0:amd64 <none> 2020.2-4
2026-01-16 14:09:51 status half-installed libqhull-r8.0:amd64 2020.2-4
2026-01-16 14:09:51 status unpacked libqhull-r8.0:amd64 2020.2-4
2026-01-16 14:09:51 install librttopo1:amd64 <none> 1.1.0-2
2026-01-16 14:09:51 status half-installed librttopo1:amd64 1.1.0-2
2026-01-16 14:09:51 status unpacked librttopo1:amd64 1.1.0-2
2026-01-16 14:09:51 install libspatialite8:amd64 <none> 5.1.0-1~jammy0
2026-01-16 14:09:51 status half-installed libspatialite8:amd64 5.1.0-1~jammy0
2026-01-16 14:09:51 status unpacked libspatialite8:amd64 5.1.0-1~jammy0
2026-01-16 14:09:52 install libxerces-c3.2:amd64 <none> 3.2.3+debian-3ubuntu0.1
2026-01-16 14:09:52 status half-installed libxerces-c3.2:amd64 3.2.3+debian-3ubuntu0.1
2026-01-16 14:09:52 status unpacked libxerces-c3.2:amd64 3.2.3+debian-3ubuntu0.1
2026-01-16 14:09:52 install libgdal34:amd64 <none> 3.8.4+dfsg-1~jammy0
2026-01-16 14:09:52 status half-installed libgdal34:amd64 3.8.4+dfsg-1~jammy0
2026-01-16 14:09:52 status unpacked libgdal34:amd64 3.8.4+dfsg-1~jammy0
2026-01-16 14:09:52 install libgeos-dev:amd64 <none> 3.12.1-1~jammy0
2026-01-16 14:09:52 status half-installed libgeos-dev:amd64 3.12.1-1~jammy0
2026-01-16 14:09:52 status unpacked libgeos-dev:amd64 3.12.1-1~jammy0
2026-01-16 14:09:52 install libsqlite3-dev:amd64 <none> 3.37.2-2ubuntu0.5
2026-01-16 14:09:52 status half-installed libsqlite3-dev:amd64 3.37.2-2ubuntu0.5
2026-01-16 14:09:52 status unpacked libsqlite3-dev:amd64 3.37.2-2ubuntu0.5
2026-01-16 14:09:52 install libjbig-dev:amd64 <none> 2.1-3.1ubuntu0.22.04.1
2026-01-16 14:09:52 status half-installed libjbig-dev:amd64 2.1-3.1ubuntu0.22.04.1
2026-01-16 14:09:52 status unpacked libjbig-dev:amd64 2.1-3.1ubuntu0.22.04.1
2026-01-16 14:09:52 install liblzma-dev:amd64 <none> 5.2.5-2ubuntu1
2026-01-16 14:09:52 status half-installed liblzma-dev:amd64 5.2.5-2ubuntu1
